"node_id","taxon","iteration","abun"
1,"Plant",1,28
2,"Plant",1,270
3,"Plant",1,90
4,"Plant",1,122.967672413793
5,"Plant",1,698.168103448276
6,"Plant",1,16
7,"Plant",1,4526.74461206897
8,"Plant",1,26.2370689655172
9,"Plant",1,10
10,"Plant",1,65
11,"Plant",1,2053.62284482759
12,"Plant",1,337.875
13,"Plant",1,292.73275862069
14,"Plant",1,18123.5344827586
15,"Plant",1,40
16,"Plant",1,200.435344827586
17,"Plant",1,300.603448275862
18,"Plant",1,10
19,"Plant",1,1023.90193965517
20,"Plant",1,477.879310344828
23,"Plant",1,47.8448275862069
24,"Plant",1,37.3081896551724
25,"Plant",1,193
26,"Plant",1,60721.7844827586
27,"Plant",1,40
28,"Plant",1,20077.8857758621
29,"Plant",1,4
30,"Plant",1,137.963362068966
31,"Plant",1,200
32,"Plant",1,427.5
33,"Plant",1,1630.86422413793
34,"Plant",1,15
36,"Plant",1,144.61099137931
37,"Plant",1,3
38,"Plant",1,2389.65517241379
39,"Plant",1,16.2284482758621
40,"Plant",1,60
41,"Plant",1,117.793103448276
44,"Plant",1,11036.0043103448
45,"Plant",1,68.2370689655172
46,"Plant",1,66.6487068965517
47,"Plant",1,122.967672413793
48,"Plant",1,128.896551724138
49,"Plant",1,531
50,"Plant",1,32
51,"Plant",1,136.894396551724
52,"Plant",1,30
53,"Plant",1,168
54,"Plant",1,1520
55,"Plant",1,2
56,"Plant",1,14.948275862069
57,"Plant",1,502.284482758621
59,"Plant",1,108.53125
60,"Plant",1,35
61,"Plant",1,13612.599137931
62,"Plant",1,79.3081896551724
63,"Plant",1,52
64,"Plant",1,1763.03448275862
65,"Plant",1,12
66,"Plant",1,8.25431034482759
67,"Plant",1,475.71875
69,"Plant",1,2
71,"Plant",1,64
72,"Plant",1,448.525862068966
73,"Plant",1,138
74,"Plant",1,85
75,"Plant",1,40
76,"Plant",1,127.96875
77,"Plant",1,1793.23706896552
78,"Plant",1,1634.18103448276
79,"Plant",1,2
80,"Plant",1,698.038793103448
81,"Plant",1,7.6260775862069
82,"Plant",1,86.8512931034482
85,"Plant",1,371
86,"Plant",1,136.705818965517
88,"Plant",1,10
89,"Plant",1,9
90,"Plant",1,96
