"management","node_id","taxon","abun","services","body_mass","type","weight"
"E",137,"Flower-visiting",20,"Pollination",0.00440259571428571,"D",0.0880519142857142
"E",227,"Flower-visiting",23,"Pollination",0.00440259571428571,"D",0.101259701428571
"E",104,"Flower-visiting",312,"Pollination",0.00440259571428571,"D",1.37360986285714
"E",133,"Flower-visiting",20,"Pollination",0.00440259571428571,"D",0.0880519142857142
"E",511,"Butterfly",10,"Pollination",0.0413,"D",0.413
"E",316,"Flower-visiting",3,"Pollination",0.77820202020202,"D",2.33460606060606
"E",188,"Flower-visiting",311,"Pollination",0.876363636363636,"D",272.549090909091
"E",226,"Flower-visiting",3,"Pollination",0.00440259571428571,"D",0.0132077871428571
"E",185,"Flower-visiting",28,"Pollination",0.00440259571428571,"D",0.12327268
"E",311,"Flower-visiting",3,"Pollination",0.00440259571428571,"D",0.0132077871428571
"E",245,"Flower-visiting",28,"Pollination",0.00440259571428571,"D",0.12327268
"E",293,"Flower-visiting",744,"Pollination",0.00440259571428571,"D",3.27553121142857
"E",150,"Flower-visiting",676,"Pollination",0.00440259571428571,"D",2.97615470285714
"E",277,"Flower-visiting",327,"Pollination",0.5485,"D",179.3595
"E",211,"Flower-visiting",302,"Pollination",0.229,"D",69.158
"E",315,"Flower-visiting",302,"Pollination",0.77820202020202,"D",235.01701010101
"E",300,"Flower-visiting",302,"Pollination",0.00440259571428571,"D",1.32958390571428
"E",125,"Flower-visiting",395,"Pollination",0.55324,"D",218.5298
"E",518,"Butterfly",47,"Pollination",0.0725,"D",3.4075
"E",336,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"E",146,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"E",191,"Flower-visiting",25,"Pollination",0.28775,"D",7.19375
"E",148,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"E",149,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"E",145,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"E",147,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"E",157,"Flower-visiting",50,"Pollination",0.678,"D",33.9
"E",106,"Flower-visiting",50,"Pollination",0.1635,"D",8.175
"E",242,"Flower-visiting",25,"Pollination",0.00440259571428571,"D",0.110064892857143
"E",204,"Flower-visiting",149,"Pollination",0.00440259571428571,"D",0.655986761428571
"E",119,"Flower-visiting",50,"Pollination",0.00440259571428571,"D",0.220129785714286
"E",118,"Flower-visiting",37,"Pollination",0.77820202020202,"D",28.7934747474747
"SE",105,"Flower-visiting",414.077586206897,"Pollination",0.343,"D",142.028612068966
"SE",317,"Flower-visiting",3630.09051724138,"Pollination",0.706444444444444,"D",2564.45727873563
"SE",202,"Flower-visiting",418.077586206897,"Pollination",1.01766666666667,"D",425.46362356322
"SE",123,"Flower-visiting",8566.6414423729,"Pollination",0.615121951219512,"D",5269.52919943035
"SE",183,"Flower-visiting",515.728238739833,"Pollination",0.6738,"D",347.4976872629
"SE",126,"Flower-visiting",5114.55172413793,"Pollination",0.738241379310345,"D",3775.77371938169
"SE",318,"Flower-visiting",4446.30603448276,"Pollination",0.77820202020202,"D",3460.12433847091
"SE",276,"Flower-visiting",1706.80440325253,"Pollination",0.444111111111111,"D",758.010799977818
"SE",144,"Flower-visiting",424.077586206897,"Pollination",0.77820202020202,"D",330.018034308603
"SE",322,"Flower-visiting",755.61391523883,"Pollination",0.861416666666667,"D",650.898420151982
"SE",279,"Flower-visiting",454.26724137931,"Pollination",0.77820202020202,"D",353.511684952978
"SE",278,"Flower-visiting",424.26724137931,"Pollination",0.77820202020202,"D",330.165624346917
"SE",190,"Flower-visiting",1088.43534482759,"Pollination",0.7942,"D",864.435350862069
"SE",186,"Flower-visiting",1352.28421604568,"Pollination",0.993111111111111,"D",1342.96848033515
"SE",282,"Flower-visiting",424.26724137931,"Pollination",0.77820202020202,"D",330.165624346917
"SE",203,"Flower-visiting",424.26724137931,"Pollination",1.03,"D",436.99525862069
"SE",232,"Flower-visiting",1971.66810344828,"Pollination",0.740583333333333,"D",1460.18453627874
"SE",295,"Flower-visiting",1460.86954758125,"Pollination",0.957666666666667,"D",1399.02607006697
"SE",112,"Flower-visiting",12442.5301724138,"Pollination",0.50625,"D",6299.03089978448
"SE",308,"Flower-visiting",1395.31450768711,"Pollination",0.00440259571428571,"D",6.14300567162394
"SE",179,"Flower-visiting",20075.7586206897,"Pollination",0.00440259571428571,"D",88.3854488644827
"SE",164,"Flower-visiting",13109.275862069,"Pollination",0.00440259571428571,"D",57.7148417277339
"SE",228,"Flower-visiting",440.283872276424,"Pollination",0.00440259571428571,"D",1.9383918891533
"SE",198,"Flower-visiting",564.51280848037,"Pollination",0.00440259571428571,"D",2.48532167127507
"SE",264,"Flower-visiting",847.435344827586,"Pollination",0.00440259571428571,"D",3.73091521727216
"SE",244,"Flower-visiting",2100.66810344828,"Pollination",0.00440259571428571,"D",9.24839238937807
"SE",303,"Flower-visiting",14279.7586206897,"Pollination",0.00440259571428571,"D",62.8680041044827
"SE",247,"Flower-visiting",752.615916188429,"Pollination",0.00440259571428571,"D",3.31346360711439
"SE",138,"Flower-visiting",3038.25431034483,"Pollination",0.00440259571428571,"D",13.3762054056342
"SE",248,"Flower-visiting",2074.37931034483,"Pollination",0.00440259571428571,"D",9.13265346152709
"SE",286,"Flower-visiting",405.206896551724,"Pollination",0.00440259571428571,"D",1.78396214615763
"SE",285,"Flower-visiting",899,"Pollination",0.00440259571428571,"D",3.95793354714285
"SE",249,"Flower-visiting",1491.06896551724,"Pollination",0.000251,"D",0.374258310344828
"SE",302,"Flower-visiting",1890.32028331034,"Pollination",0.00440259571428571,"D",8.32231597792945
"SE",222,"Flower-visiting",698.078932673735,"Pollination",0.00440259571428571,"D",3.07335931722253
"SE",519,"Butterfly",304.982100571388,"Pollination",0.078,"D",23.7886038445682
"SE",524,"Butterfly",76.5746087473104,"Pollination",0.136,"D",10.4141467896342
"SE",514,"Butterfly",218.077586206897,"Pollination",0.056,"D",12.2123448275862
"SE",516,"Butterfly",181.376818770911,"Pollination",0.128,"D",23.2162328026766
"SE",517,"Butterfly",4739.54672656919,"Pollination",0.0215,"D",101.900254621238
"SE",523,"Butterfly",117.327586206897,"Pollination",0.061,"D",7.15698275862069
"SE",513,"Butterfly",586.775238198017,"Pollination",0.04,"D",23.4710095279207
"SE",525,"Butterfly",363.999520050624,"Pollination",0.067,"D",24.3879678433918
"SE",522,"Butterfly",71,"Pollination",0.051,"D",3.621
"SE",124,"Flower-visiting",4572,"Pollination",0.673046511627907,"D",3077.16865116279
"SE",323,"Flower-visiting",9,"Pollination",0.50775,"D",4.56975
"SE",212,"Flower-visiting",139,"Pollination",0.515339984215776,"D",71.6322578059929
"SE",101,"Flower-visiting",516.022686557654,"Pollination",0.00440259571428571,"D",2.27183926831293
"SE",151,"Flower-visiting",374,"Pollination",0.00440259571428571,"D",1.64657079714286
"SE",152,"Flower-visiting",32,"Pollination",0.00440259571428571,"D",0.140883062857143
"SE",283,"Flower-visiting",1157.18895170039,"Pollination",0.00440259571428571,"D",5.09463511937492
"SE",195,"Flower-visiting",759,"Pollination",0.00440259571428571,"D",3.34157014714285
"SE",335,"Flower-visiting",9,"Pollination",0.00440259571428571,"D",0.0396233614285714
"SE",512,"Butterfly",61,"Pollination",0.0118,"D",0.7198
"SE",521,"Butterfly",18,"Pollination",0.0376,"D",0.6768
"SE",515,"Butterfly",62.8311641780176,"Pollination",0.088,"D",5.52914244766555
"SE",526,"Butterfly",20,"Pollination",0.041,"D",0.82
"SE",520,"Butterfly",35.8524201633881,"Pollination",0.0725,"D",2.59930046184564
"SE",236,"Flower-visiting",238,"Pollination",0.77820202020202,"D",185.212080808081
"SE",127,"Flower-visiting",476,"Pollination",0.675333333333333,"D",321.458666666666
"SE",231,"Flower-visiting",1205,"Pollination",0.77820202020202,"D",937.733434343434
"SE",305,"Flower-visiting",2434,"Pollination",0.00440259571428571,"D",10.7159179685714
"SE",327,"Flower-visiting",2457,"Pollination",0.00440259571428571,"D",10.81717767
"SE",284,"Flower-visiting",1255,"Pollination",0.00440259571428571,"D",5.52525762142857
"SE",313,"Flower-visiting",2375.08308394176,"Pollination",0.00440259571428571,"D",10.4565306064345
"SE",281,"Flower-visiting",10,"Pollination",0.77820202020202,"D",7.7820202020202
"SE",219,"Flower-visiting",34.2621008169405,"Pollination",0.515339984215776,"D",17.6566304942015
"SE",280,"Flower-visiting",10,"Pollination",0.77820202020202,"D",7.7820202020202
"SE",274,"Flower-visiting",10,"Pollination",0.972,"D",9.72
"SE",233,"Flower-visiting",89,"Pollination",0.911272727272727,"D",81.1032727272727
"SE",187,"Flower-visiting",85.2206402436286,"Pollination",1.007,"D",85.817184725334
"SE",234,"Flower-visiting",10,"Pollination",0.77820202020202,"D",7.7820202020202
"SE",122,"Flower-visiting",740.426872423806,"Pollination",0.656666666666667,"D",486.213646224966
"SE",243,"Flower-visiting",82.2998710185165,"Pollination",0.77820202020202,"D",64.0459258889752
"SE",134,"Flower-visiting",30,"Pollination",0.00440259571428571,"D",0.132077871428571
"SE",235,"Flower-visiting",27.682801089254,"Pollination",0.00440259571428571,"D",0.121876181434974
"SE",189,"Flower-visiting",312,"Pollination",0.00440259571428571,"D",1.37360986285714
"SE",324,"Flower-visiting",10,"Pollination",0.00440259571428571,"D",0.0440259571428571
"SE",103,"Flower-visiting",288,"Pollination",0.00440259571428571,"D",1.26794756571428
"SE",199,"Flower-visiting",50.1151550811129,"Pollination",0.005143,"D",0.257742242582163
"SE",265,"Flower-visiting",312,"Pollination",0.00440259571428571,"D",1.37360986285714
"SE",169,"Flower-visiting",79.7863024508215,"Pollination",0.00440259571428571,"D",0.35126683322869
"SE",294,"Flower-visiting",205.596836088129,"Pollination",0.0015275,"D",0.314049167124617
"SE",271,"Flower-visiting",10,"Pollination",0.00440259571428571,"D",0.0440259571428571
"SE",216,"Flower-visiting",10,"Pollination",0.00440259571428571,"D",0.0440259571428571
"SE",137,"Flower-visiting",20,"Pollination",0.00440259571428571,"D",0.0880519142857142
"SE",227,"Flower-visiting",23,"Pollination",0.00440259571428571,"D",0.101259701428571
"SE",104,"Flower-visiting",312,"Pollination",0.00440259571428571,"D",1.37360986285714
"SE",133,"Flower-visiting",20,"Pollination",0.00440259571428571,"D",0.0880519142857142
"SE",511,"Butterfly",10,"Pollination",0.0413,"D",0.413
"SE",316,"Flower-visiting",3,"Pollination",0.77820202020202,"D",2.33460606060606
"SE",188,"Flower-visiting",311,"Pollination",0.876363636363636,"D",272.549090909091
"SE",226,"Flower-visiting",3,"Pollination",0.00440259571428571,"D",0.0132077871428571
"SE",185,"Flower-visiting",15.5,"Pollination",0.00440259571428571,"D",0.0682402335714285
"SE",311,"Flower-visiting",3,"Pollination",0.00440259571428571,"D",0.0132077871428571
"SE",245,"Flower-visiting",15.5,"Pollination",0.00440259571428571,"D",0.0682402335714285
"SE",293,"Flower-visiting",744,"Pollination",0.00440259571428571,"D",3.27553121142857
"SE",150,"Flower-visiting",676,"Pollination",0.00440259571428571,"D",2.97615470285714
"SE",277,"Flower-visiting",315.87052285762,"Pollination",0.5485,"D",173.254981787405
"SE",211,"Flower-visiting",302,"Pollination",0.229,"D",69.158
"SE",315,"Flower-visiting",302,"Pollination",0.77820202020202,"D",235.01701010101
"SE",300,"Flower-visiting",302,"Pollination",0.00440259571428571,"D",1.32958390571428
"SE",125,"Flower-visiting",384.149703439728,"Pollination",0.55324,"D",212.526981930995
"SE",518,"Butterfly",47,"Pollination",0.0725,"D",3.4075
"SE",191,"Flower-visiting",25,"Pollination",0.28775,"D",7.19375
"SE",148,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"SE",149,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"SE",147,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"SE",242,"Flower-visiting",25,"Pollination",0.00440259571428571,"D",0.110064892857143
"SE",204,"Flower-visiting",105.439118424159,"Pollination",0.00440259571428571,"D",0.464205810892266
"SE",145,"Flower-visiting",25,"Pollination",0.77820202020202,"D",19.4550505050505
"SE",106,"Flower-visiting",50,"Pollination",0.1635,"D",8.175
"SE",119,"Flower-visiting",50,"Pollination",0.00440259571428571,"D",0.220129785714286
"SE",157,"Flower-visiting",50,"Pollination",0.678,"D",33.9
"SE",118,"Flower-visiting",37,"Pollination",0.77820202020202,"D",28.7934747474747
"M",105,"Flower-visiting",444.125,"Pollination",0.343,"D",152.334875
"M",317,"Flower-visiting",3874.0625,"Pollination",0.706444444444444,"D",2736.80993055555
"M",202,"Flower-visiting",444.813849149792,"Pollination",1.01766666666667,"D",452.67222715144
"M",123,"Flower-visiting",8699.61939886362,"Pollination",0.615121951219512,"D",5351.32685949611
"M",183,"Flower-visiting",470.511953181052,"Pollination",0.6738,"D",317.030954053393
"M",126,"Flower-visiting",5233,"Pollination",0.738241379310345,"D",3863.21713793104
"M",318,"Flower-visiting",4721.22446301167,"Pollination",0.77820202020202,"D",3674.06641494288
"M",276,"Flower-visiting",1644.74008341176,"Pollination",0.444111111111111,"D",730.44734593298
"M",144,"Flower-visiting",453.266544345848,"Pollination",0.77820202020202,"D",352.732940499927
"M",322,"Flower-visiting",761.176729034679,"Pollination",0.861416666666667,"D",655.69032066929
"M",279,"Flower-visiting",458.375,"Pollination",0.77820202020202,"D",356.708351010101
"M",278,"Flower-visiting",458.375,"Pollination",0.77820202020202,"D",356.708351010101
"M",190,"Flower-visiting",1153.5625,"Pollination",0.7942,"D",916.1593375
"M",186,"Flower-visiting",1403.53894783369,"Pollination",0.993111111111111,"D",1393.87012397084
"M",282,"Flower-visiting",458.375,"Pollination",0.77820202020202,"D",356.708351010101
"M",203,"Flower-visiting",458.375,"Pollination",1.03,"D",472.12625
"M",232,"Flower-visiting",2111.4375,"Pollination",0.740583333333333,"D",1563.695421875
"M",295,"Flower-visiting",1463.37265466704,"Pollination",0.957666666666667,"D",1401.42321228614
"M",112,"Flower-visiting",12978.9375,"Pollination",0.50625,"D",6570.587109375
"M",308,"Flower-visiting",1431.89579248924,"Pollination",0.00440259571428571,"D",6.30405827931689
"M",179,"Flower-visiting",20993.3362977431,"Pollination",0.00440259571428571,"D",92.4251724130026
"M",164,"Flower-visiting",13541.4273812469,"Pollination",0.00440259571428571,"D",59.6174301539888
"M",228,"Flower-visiting",459.031421368814,"Pollination",0.00440259571428571,"D",2.02092976844082
"M",198,"Flower-visiting",569.745930481638,"Pollination",0.00440259571428571,"D",2.50836099177018
"M",264,"Flower-visiting",915.5625,"Pollination",0.00440259571428571,"D",4.03085153866071
"M",244,"Flower-visiting",2247.9375,"Pollination",0.00440259571428571,"D",9.89676000348213
"M",303,"Flower-visiting",14209.6637167249,"Pollination",0.00440259571428571,"D",62.5594045806942
"M",247,"Flower-visiting",765.091394125357,"Pollination",0.00440259571428571,"D",3.36838809281318
"M",138,"Flower-visiting",3187.9375,"Pollination",0.00440259571428571,"D",14.0351999749107
"M",248,"Flower-visiting",2071.48954445609,"Pollination",0.00440259571428571,"D",9.11993099061002
"M",286,"Flower-visiting",367.362758361577,"Pollination",0.00440259571428571,"D",1.61734970555086
"M",285,"Flower-visiting",778.150332952137,"Pollination",0.00440259571428571,"D",3.42588132092508
"M",249,"Flower-visiting",1502.17441709077,"Pollination",0.000251,"D",0.377045778689783
"M",302,"Flower-visiting",1921.38410815077,"Pollination",0.00440259571428571,"D",8.45907744004125
"M",222,"Flower-visiting",730.038207691898,"Pollination",0.00440259571428571,"D",3.21406308444917
"M",519,"Butterfly",294.241648022453,"Pollination",0.078,"D",22.9508485457513
"M",524,"Butterfly",75.1420402241825,"Pollination",0.136,"D",10.2193174704888
"M",514,"Butterfly",217.5935069861,"Pollination",0.056,"D",12.1852363912216
"M",516,"Butterfly",178.213500986556,"Pollination",0.128,"D",22.8113281262791
"M",517,"Butterfly",4725.16108078528,"Pollination",0.0215,"D",101.590963236884
"M",523,"Butterfly",124.025862068966,"Pollination",0.061,"D",7.5655775862069
"M",513,"Butterfly",523.357771307673,"Pollination",0.04,"D",20.9343108523069
"M",525,"Butterfly",369.347288128844,"Pollination",0.067,"D",24.7462683046326
"M",522,"Butterfly",71,"Pollination",0.051,"D",3.621
"M",124,"Flower-visiting",4476.56556969257,"Pollination",0.673046511627907,"D",3012.93684075518
"M",323,"Flower-visiting",9,"Pollination",0.50775,"D",4.56975
"M",212,"Flower-visiting",139,"Pollination",0.515339984215776,"D",71.6322578059929
"M",101,"Flower-visiting",501.653704466437,"Pollination",0.00440259571428571,"D",2.20857844933948
"M",151,"Flower-visiting",114.91322693201,"Pollination",0.00440259571428571,"D",0.50591648040561
"M",152,"Flower-visiting",15.0464234566049,"Pollination",0.00440259571428571,"D",0.0662433194253769
"M",283,"Flower-visiting",1139.06261291959,"Pollination",0.00440259571428571,"D",5.01483217794288
"M",195,"Flower-visiting",759,"Pollination",0.00440259571428571,"D",3.34157014714285
"M",335,"Flower-visiting",9,"Pollination",0.00440259571428571,"D",0.0396233614285714
"M",512,"Butterfly",61,"Pollination",0.0118,"D",0.7198
"M",521,"Butterfly",17.1618048200871,"Pollination",0.0376,"D",0.645283861235275
"M",515,"Butterfly",61.6653704466437,"Pollination",0.088,"D",5.42655259930464
"M",526,"Butterfly",10.6822780645057,"Pollination",0.041,"D",0.437973400644735
"M",520,"Butterfly",13.1817716290424,"Pollination",0.0725,"D",0.955678443105575
"M",236,"Flower-visiting",238,"Pollination",0.77820202020202,"D",185.212080808081
"M",127,"Flower-visiting",476,"Pollination",0.675333333333333,"D",321.458666666666
"M",231,"Flower-visiting",1205,"Pollination",0.77820202020202,"D",937.733434343434
"M",305,"Flower-visiting",549.197353778258,"Pollination",0.00440259571428571,"D",2.41789391604121
"M",327,"Flower-visiting",2457,"Pollination",0.00440259571428571,"D",10.81717767
"M",284,"Flower-visiting",1212.07413995034,"Pollination",0.00440259571428571,"D",5.33627241394193
"M",313,"Flower-visiting",2244.89667736944,"Pollination",0.00440259571428571,"D",9.88337249080093
"M",122,"Flower-visiting",631.194620089329,"Pollination",0.656666666666667,"D",414.484467191993
"M",277,"Flower-visiting",305.789717830542,"Pollination",0.5485,"D",167.725660230052
"M",188,"Flower-visiting",307.370608369125,"Pollination",0.876363636363636,"D",269.36842406167
"M",211,"Flower-visiting",302,"Pollination",0.229,"D",69.158
"M",315,"Flower-visiting",302,"Pollination",0.77820202020202,"D",235.01701010101
"M",189,"Flower-visiting",307.749882398349,"Pollination",0.00440259571428571,"D",1.3548983133189
"M",265,"Flower-visiting",307.749882398349,"Pollination",0.00440259571428571,"D",1.3548983133189
