"node_id","taxon","iteration","abun"
1,"Plant",1,56
2,"Plant",1,216
3,"Plant",1,90
4,"Plant",1,67.1379310344828
5,"Plant",1,789.676724137931
6,"Plant",1,16
7,"Plant",1,7515.8125
8,"Plant",1,24
9,"Plant",1,10
10,"Plant",1,65
11,"Plant",1,2237.375
12,"Plant",1,316.112068965517
13,"Plant",1,233.133620689655
14,"Plant",1,15784.375
15,"Plant",1,30
16,"Plant",1,155.025862068966
17,"Plant",1,197.051724137931
18,"Plant",1,10
19,"Plant",1,990.0625
20,"Plant",1,348.931034482759
21,"Plant",1,72
22,"Plant",1,66
23,"Plant",1,22.8879310344828
24,"Plant",1,15.1163793103448
25,"Plant",1,1158
26,"Plant",1,52754.6637931034
27,"Plant",1,60
28,"Plant",1,23021.6875
29,"Plant",1,4
30,"Plant",1,92.1163793103448
31,"Plant",1,200
32,"Plant",1,387.375
33,"Plant",1,1226.41810344828
34,"Plant",1,15
35,"Plant",1,13
36,"Plant",1,159.476293103448
37,"Plant",1,6
38,"Plant",1,1420.99137931034
39,"Plant",1,10
40,"Plant",1,30
41,"Plant",1,58.0689655172414
42,"Plant",1,3
43,"Plant",1,3
44,"Plant",1,10593.4913793103
45,"Plant",1,92.5991379310345
46,"Plant",1,50
47,"Plant",1,133.754310344828
48,"Plant",1,85.551724137931
49,"Plant",1,538
51,"Plant",1,253.54525862069
52,"Plant",1,40
53,"Plant",1,126
54,"Plant",1,3420
55,"Plant",1,2
56,"Plant",1,8
57,"Plant",1,396.823275862069
58,"Plant",1,40
59,"Plant",1,70.4870689655172
60,"Plant",1,35
61,"Plant",1,6698.75431034483
62,"Plant",1,71.1163793103448
63,"Plant",1,39
64,"Plant",1,1610
65,"Plant",1,12
66,"Plant",1,4
67,"Plant",1,293.928879310345
69,"Plant",1,2
70,"Plant",1,150
71,"Plant",1,192
72,"Plant",1,338.489224137931
73,"Plant",1,138
74,"Plant",1,17
75,"Plant",1,56
76,"Plant",1,64.4612068965517
77,"Plant",1,1154.71551724138
78,"Plant",1,1386.18103448276
80,"Plant",1,820.75
81,"Plant",1,3
82,"Plant",1,66.0323275862069
83,"Plant",1,3
85,"Plant",1,371
86,"Plant",1,69.2715517241379
87,"Plant",1,2
88,"Plant",1,10
90,"Plant",1,96
91,"Plant",1,171.659482758621
94,"Crop",1,9
95,"Crop",1,332.5
96,"Crop",1,12
97,"Crop",1,32.0431034482759
98,"Crop",1,37.7241379310345
99,"Crop",1,187.625
100,"Flower-visiting",1,20
101,"Flower-visiting",1,535
102,"Flower-visiting",1,25
103,"Flower-visiting",1,288
104,"Flower-visiting",1,138
105,"Flower-visiting",1,417.301724137931
107,"Flower-visiting",1,20
109,"Flower-visiting",1,302
110,"Flower-visiting",1,25
111,"Flower-visiting",1,70
112,"Flower-visiting",1,12794.2284482759
113,"Flower-visiting",1,238
114,"Flower-visiting",1,1294
118,"Flower-visiting",1,37
120,"Flower-visiting",1,20
122,"Flower-visiting",1,777
123,"Flower-visiting",1,8551.24137931034
124,"Flower-visiting",1,4557
125,"Flower-visiting",1,395
126,"Flower-visiting",1,5205.06896551724
127,"Flower-visiting",1,476
128,"Flower-visiting",1,421.284482758621
129,"Flower-visiting",1,1048
130,"Flower-visiting",1,50
131,"Flower-visiting",1,792.586206896552
132,"Flower-visiting",1,1490.78017241379
133,"Flower-visiting",1,20
134,"Flower-visiting",1,30
135,"Flower-visiting",1,3
136,"Flower-visiting",1,10
137,"Flower-visiting",1,20
138,"Flower-visiting",1,2998.71120689655
139,"Flower-visiting",1,185
140,"Flower-visiting",1,996.98275862069
141,"Flower-visiting",1,479.125
142,"Flower-visiting",1,395.689655172414
143,"Flower-visiting",1,404.224137931035
144,"Flower-visiting",1,420.077586206897
145,"Flower-visiting",1,25
146,"Flower-visiting",1,25
148,"Flower-visiting",1,25
149,"Flower-visiting",1,25
150,"Flower-visiting",1,672
151,"Flower-visiting",1,374
152,"Flower-visiting",1,32
153,"Flower-visiting",1,50
154,"Flower-visiting",1,740
155,"Flower-visiting",1,25
156,"Flower-visiting",1,4
158,"Flower-visiting",1,1065.79310344828
160,"Flower-visiting",1,25
162,"Flower-visiting",1,20
163,"Flower-visiting",1,9
164,"Flower-visiting",1,14042.375
165,"Flower-visiting",1,302
166,"Flower-visiting",1,398.181034482759
167,"Flower-visiting",1,9
168,"Flower-visiting",1,199
169,"Flower-visiting",1,109
170,"Flower-visiting",1,427.5
171,"Flower-visiting",1,818
173,"Flower-visiting",1,1512.80603448276
174,"Flower-visiting",1,20
175,"Flower-visiting",1,25
176,"Flower-visiting",1,10
177,"Flower-visiting",1,20
178,"Flower-visiting",1,7
179,"Flower-visiting",1,20347.7586206897
180,"Flower-visiting",1,59
181,"Flower-visiting",1,375.75
183,"Flower-visiting",1,532.181034482759
184,"Flower-visiting",1,1645
186,"Flower-visiting",1,1412.97413793103
187,"Flower-visiting",1,117
188,"Flower-visiting",1,311
189,"Flower-visiting",1,312
190,"Flower-visiting",1,1068.49568965517
191,"Flower-visiting",1,25
192,"Flower-visiting",1,10
193,"Flower-visiting",1,506.181034482759
194,"Flower-visiting",1,25
195,"Flower-visiting",1,759
196,"Flower-visiting",1,1913.09913793103
197,"Flower-visiting",1,476
198,"Flower-visiting",1,579.077586206897
199,"Flower-visiting",1,50
200,"Flower-visiting",1,740
201,"Flower-visiting",1,409
202,"Flower-visiting",1,411.077586206897
203,"Flower-visiting",1,414.284482758621
204,"Flower-visiting",1,149
205,"Flower-visiting",1,75
206,"Flower-visiting",1,3
207,"Flower-visiting",1,25
208,"Flower-visiting",1,740
209,"Flower-visiting",1,1426.68965517241
210,"Flower-visiting",1,379
211,"Flower-visiting",1,302
212,"Flower-visiting",1,139
213,"Flower-visiting",1,238
214,"Flower-visiting",1,174
215,"Flower-visiting",1,176
216,"Flower-visiting",1,10
217,"Flower-visiting",1,5177
218,"Flower-visiting",1,10
219,"Flower-visiting",1,45
221,"Flower-visiting",1,10
222,"Flower-visiting",1,725.793103448276
223,"Flower-visiting",1,372.413793103448
224,"Flower-visiting",1,608
225,"Flower-visiting",1,53
226,"Flower-visiting",1,3
227,"Flower-visiting",1,23
228,"Flower-visiting",1,465.077586206897
229,"Flower-visiting",1,20
230,"Flower-visiting",1,9
231,"Flower-visiting",1,1205
232,"Flower-visiting",1,2039.84267241379
233,"Flower-visiting",1,89
235,"Flower-visiting",1,42
236,"Flower-visiting",1,238
237,"Flower-visiting",1,5044.03448275862
239,"Flower-visiting",1,10
240,"Flower-visiting",1,416
241,"Flower-visiting",1,10
242,"Flower-visiting",1,25
243,"Flower-visiting",1,101
244,"Flower-visiting",1,2342.9375
245,"Flower-visiting",1,28
246,"Flower-visiting",1,9
247,"Flower-visiting",1,791.284482758621
248,"Flower-visiting",1,2082.93103448276
249,"Flower-visiting",1,1483.1875
250,"Flower-visiting",1,373.5
251,"Flower-visiting",1,20
252,"Flower-visiting",1,1138.5
253,"Flower-visiting",1,25
254,"Flower-visiting",1,59
255,"Flower-visiting",1,1660.6875
