"management","NodesID","services","pagerank"
"E",1,"Crop production",0.0010798267836516
"E",2,"Crop production",0.00470576424423109
"E",3,"Crop production",0.00193861966461439
"E",4,"Crop production",0.00108881832901523
"E",5,"Crop production",0.00484539794379439
"E",6,"Crop production",0.00107526607062294
"E",7,"Crop production",0.0134513622702659
"E",8,"Crop production",0.000862365181042844
"E",9,"Crop production",0.000838604739655389
"E",10,"Crop production",0.00108747076023209
"E",11,"Crop production",0.00803763052255059
"E",12,"Crop production",0.0013626403316619
"E",13,"Crop production",0.0018617632681843
"E",14,"Crop production",0.0242122995253042
"E",15,"Crop production",0.000926050473058544
"E",16,"Crop production",0.000979489929732387
"E",17,"Crop production",0.00198835100513809
"E",18,"Crop production",0.00106925622703503
"E",19,"Crop production",0.00216044342878833
"E",20,"Crop production",0.00142613620649068
"E",21,"Crop production",0.00239997653307829
"E",22,"Crop production",0.00132358074059115
"E",23,"Crop production",0.000908599630226886
"E",24,"Crop production",0.00145024875972714
"E",25,"Crop production",0.0167407933533764
"E",26,"Crop production",0.0397300265479832
"E",27,"Crop production",0.00151118091489628
"E",28,"Crop production",0.0258027500899177
"E",29,"Crop production",0.000843743039408486
"E",30,"Crop production",0.000855940027872899
"E",31,"Crop production",0.001755831133052
"E",32,"Crop production",0.0017940187963551
"E",33,"Crop production",0.00352539698292794
"E",34,"Crop production",0.00106186276207254
"E",35,"Crop production",0.00107580142699902
"E",36,"Crop production",0.00119791204790213
"E",37,"Crop production",0.000994280892074426
"E",38,"Crop production",0.00124098370299858
"E",39,"Crop production",0.000823100598068664
"E",40,"Crop production",0.00193910371571137
"E",41,"Crop production",0.000806107368420884
"E",42,"Crop production",0.00136043745181137
"E",43,"Crop production",0.00104733782451778
"E",44,"Crop production",0.0172794578972677
"E",45,"Crop production",0.00129108360358218
"E",46,"Crop production",0.000835224872503821
"E",47,"Crop production",0.00124117421363076
"E",48,"Crop production",0.00106128934045145
"E",49,"Crop production",0.00685050950154184
"E",50,"Crop production",0.00172636468807871
"E",51,"Crop production",0.00200051524963844
"E",52,"Crop production",0.000874754690209245
"E",53,"Crop production",0.00110306569653342
"E",54,"Crop production",0.0200101317202475
"E",55,"Crop production",0.000772064575777617
"E",56,"Crop production",0.000874969753183544
"E",57,"Crop production",0.00118302808246383
"E",58,"Crop production",0.00109775241977151
"E",59,"Crop production",0.00112718048398468
"E",60,"Crop production",0.00146447891562435
"E",61,"Crop production",0.0185403336864264
"E",62,"Crop production",0.000962964676467929
"E",63,"Crop production",0.000883394045933604
"E",64,"Crop production",0.00613008275976795
"E",65,"Crop production",0.00113574276319725
"E",66,"Crop production",0.000942272353104379
"E",67,"Crop production",0.00118302808246383
"E",68,"Crop production",0.00120676565827902
"E",69,"Crop production",0.00113964603549108
"E",70,"Crop production",0.00773466834707896
"E",71,"Crop production",0.00354763448761768
"E",72,"Crop production",0.00118970239256448
"E",73,"Crop production",0.00308716504600538
"E",74,"Crop production",0.00108766450855432
"E",75,"Crop production",0.000911099837644772
"E",76,"Crop production",0.000983491864734107
"E",77,"Crop production",0.0053867681793278
"E",78,"Crop production",0.0114512959823746
"E",79,"Crop production",0.00135834066486475
"E",80,"Crop production",0.00451471735261473
"E",81,"Crop production",0.000784347951716932
"E",82,"Crop production",0.0010798267836516
"E",83,"Crop production",0.00198244313250532
"E",84,"Crop production",0.000893288316354104
"E",85,"Crop production",0.00859494684683325
"E",86,"Crop production",0.0017658053306174
"E",87,"Crop production",0.000942272353104379
"E",88,"Crop production",0.000887941650622863
"E",89,"Crop production",0.000812513104047589
"E",90,"Crop production",0.00191250623002433
"E",91,"Crop production",0.00101849207992365
"E",92,"Crop production",0.00104733782451778
"E",93,"Crop production",0.00195487633092699
"E",100,"Crop production",0.000736705005396684
"E",101,"Crop production",0.000736705005396684
"E",102,"Crop production",0.000736705005396684
"E",103,"Crop production",0.000736705005396684
"E",104,"Crop production",0.000736705005396684
"E",105,"Crop production",0.000736705005396684
"E",106,"Crop production",0.000736705005396684
"E",107,"Crop production",0.000736705005396684
"E",108,"Crop production",0.000736705005396684
"E",109,"Crop production",0.000736705005396684
"E",110,"Crop production",0.000736705005396684
"E",111,"Crop production",0.000736705005396684
"E",112,"Crop production",0.000736705005396684
"E",113,"Crop production",0.000736705005396684
"E",114,"Crop production",0.000736705005396684
"E",115,"Crop production",0.000736705005396684
"E",116,"Crop production",0.000736705005396684
"E",117,"Crop production",0.000736705005396684
"E",118,"Crop production",0.000736705005396684
"E",119,"Crop production",0.000736705005396684
"E",120,"Crop production",0.000736705005396684
"E",121,"Crop production",0.000736705005396684
"E",122,"Crop production",0.000736705005396684
"E",123,"Crop production",0.000736705005396684
"E",124,"Crop production",0.000736705005396684
"E",125,"Crop production",0.000736705005396684
"E",126,"Crop production",0.000736705005396684
"E",127,"Crop production",0.000736705005396684
"E",128,"Crop production",0.000736705005396684
"E",129,"Crop production",0.000736705005396684
"E",130,"Crop production",0.000736705005396684
"E",131,"Crop production",0.000736705005396684
"E",132,"Crop production",0.000736705005396684
"E",133,"Crop production",0.000736705005396684
"E",134,"Crop production",0.000736705005396684
"E",135,"Crop production",0.000736705005396684
"E",136,"Crop production",0.000736705005396684
"E",137,"Crop production",0.000736705005396684
"E",138,"Crop production",0.000736705005396684
"E",139,"Crop production",0.000736705005396684
"E",140,"Crop production",0.000736705005396684
"E",141,"Crop production",0.000736705005396684
"E",142,"Crop production",0.000736705005396684
"E",143,"Crop production",0.000736705005396684
"E",144,"Crop production",0.000736705005396684
"E",145,"Crop production",0.000736705005396684
"E",146,"Crop production",0.000736705005396684
"E",147,"Crop production",0.000736705005396684
"E",148,"Crop production",0.000736705005396684
"E",149,"Crop production",0.000736705005396684
"E",150,"Crop production",0.000736705005396684
"E",151,"Crop production",0.000736705005396684
"E",152,"Crop production",0.000736705005396684
"E",153,"Crop production",0.000736705005396684
"E",154,"Crop production",0.000736705005396684
"E",155,"Crop production",0.000736705005396684
"E",156,"Crop production",0.000736705005396684
"E",157,"Crop production",0.000736705005396684
"E",158,"Crop production",0.000736705005396684
"E",159,"Crop production",0.000736705005396684
"E",160,"Crop production",0.000736705005396684
"E",161,"Crop production",0.000736705005396684
"E",162,"Crop production",0.000736705005396684
"E",163,"Crop production",0.000736705005396684
"E",164,"Crop production",0.000736705005396684
"E",165,"Crop production",0.000736705005396684
"E",166,"Crop production",0.000736705005396684
"E",167,"Crop production",0.000736705005396684
"E",168,"Crop production",0.000736705005396684
"E",169,"Crop production",0.000736705005396684
"E",170,"Crop production",0.000736705005396684
"E",171,"Crop production",0.000736705005396684
"E",172,"Crop production",0.000736705005396684
"E",173,"Crop production",0.000736705005396684
"E",174,"Crop production",0.000736705005396684
"E",175,"Crop production",0.000736705005396684
"E",176,"Crop production",0.000736705005396684
"E",177,"Crop production",0.000736705005396684
"E",178,"Crop production",0.000736705005396684
"E",179,"Crop production",0.000736705005396684
"E",180,"Crop production",0.000736705005396684
"E",181,"Crop production",0.000736705005396684
"E",182,"Crop production",0.000736705005396684
"E",183,"Crop production",0.000736705005396684
"E",184,"Crop production",0.000736705005396684
"E",185,"Crop production",0.000736705005396684
"E",186,"Crop production",0.000736705005396684
"E",187,"Crop production",0.000736705005396684
"E",188,"Crop production",0.000736705005396684
"E",189,"Crop production",0.000736705005396684
"E",190,"Crop production",0.000736705005396684
"E",191,"Crop production",0.000736705005396684
"E",192,"Crop production",0.000736705005396684
"E",193,"Crop production",0.000736705005396684
"E",194,"Crop production",0.000736705005396684
"E",195,"Crop production",0.000736705005396684
"E",196,"Crop production",0.000736705005396684
"E",197,"Crop production",0.000736705005396684
"E",198,"Crop production",0.000736705005396684
"E",199,"Crop production",0.000736705005396684
"E",200,"Crop production",0.000736705005396684
"E",201,"Crop production",0.000736705005396684
"E",202,"Crop production",0.000736705005396684
"E",203,"Crop production",0.000736705005396684
"E",204,"Crop production",0.000736705005396684
"E",205,"Crop production",0.000736705005396684
"E",206,"Crop production",0.000736705005396684
"E",207,"Crop production",0.000736705005396684
"E",208,"Crop production",0.000736705005396684
"E",209,"Crop production",0.000736705005396684
"E",210,"Crop production",0.000736705005396684
"E",211,"Crop production",0.000736705005396684
"E",212,"Crop production",0.000736705005396684
"E",213,"Crop production",0.000736705005396684
"E",214,"Crop production",0.000736705005396684
"E",215,"Crop production",0.000736705005396684
"E",216,"Crop production",0.000736705005396684
"E",217,"Crop production",0.000736705005396684
"E",218,"Crop production",0.000736705005396684
"E",219,"Crop production",0.000736705005396684
"E",220,"Crop production",0.000736705005396684
"E",221,"Crop production",0.000736705005396684
"E",222,"Crop production",0.000736705005396684
"E",223,"Crop production",0.000736705005396684
"E",224,"Crop production",0.000736705005396684
"E",225,"Crop production",0.000736705005396684
"E",226,"Crop production",0.000736705005396684
"E",227,"Crop production",0.000736705005396684
"E",228,"Crop production",0.000736705005396684
"E",229,"Crop production",0.000736705005396684
"E",230,"Crop production",0.000736705005396684
"E",231,"Crop production",0.000736705005396684
"E",232,"Crop production",0.000736705005396684
"E",233,"Crop production",0.000736705005396684
"E",234,"Crop production",0.000736705005396684
"E",235,"Crop production",0.000736705005396684
"E",236,"Crop production",0.000736705005396684
"E",237,"Crop production",0.000736705005396684
"E",238,"Crop production",0.000736705005396684
"E",239,"Crop production",0.000736705005396684
"E",240,"Crop production",0.000736705005396684
"E",241,"Crop production",0.000736705005396684
"E",242,"Crop production",0.000736705005396684
"E",243,"Crop production",0.000736705005396684
"E",244,"Crop production",0.000736705005396684
"E",245,"Crop production",0.000736705005396684
"E",246,"Crop production",0.000736705005396684
"E",247,"Crop production",0.000736705005396684
"E",248,"Crop production",0.000736705005396684
"E",249,"Crop production",0.000736705005396684
"E",250,"Crop production",0.000736705005396684
"E",251,"Crop production",0.000736705005396684
